year,month,day,period,Solar1DA,Solar2DA,Solar62DA,Solar63DA,Solar65DA,Solar68DA,Solar70DA,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 12 1,Wind 12 2,Wind 12 3,Wind 12 4,Wind 12 5,Wind 12 6,Wind 12 7,Wind 13,Wind 13 1,Wind 13 2,Wind 13 3,Wind 13 4,Wind 13 5,Wind 15,Wind 15 1,Wind 16,Wind 16 1,Wind 16 2,Wind 16 3,Wind 16 4,Wind 16 5,Wind 16 6
2024,3,15,1,0,0,0,0,0,0,0,23.28383465,359.526221,2.263928414,0.36789064,4.406992209,113.2795408,0,191.0349614,191.7780564,64.47963347,189.2376802,112.6562411,37.87207387,1.131045156,37.87207387,37.87207387,37.87207387,37.87207387,37.87207387,27.50411844,30.3808615,56.52068238,0,8.361566015,30.3808615,56.55225784,56.55225784,169.0912509,169.0912509,169.0912509,169.0912509,169.0912509,169.0912509,171.3500655
2024,3,15,2,0,0,0,0,0,0,0,109.6740799,301.4169626,0.036051877,1.732396795,2.724458561,76.55875296,0,149.5560578,183.0136134,19.80009919,180.6540788,107.549572,11.62957634,1.053158051,11.62957634,11.62957634,11.62957634,11.62957634,11.62957634,29.63824234,22.17078591,43.16690512,0,10.27905593,22.17078591,52.65790255,52.65790255,157.4471286,157.4471286,157.4471286,157.4471286,157.4471286,157.4471286,164.7028301
2024,3,15,3,0,0,0,0,0,0,0,118.0143948,399.5513784,0.001610981,0.714134974,1.517632639,62.48922566,0,123.3615914,126.5705134,63.83007932,182.6795758,107.3130948,37.49055863,1.021445027,37.49055863,37.49055863,37.49055863,37.49055863,37.49055863,20.67753137,9.968012023,64.6079863,0,13.89680738,9.968012023,51.07225134,51.07225134,152.7060315,152.7060315,152.7060315,152.7060315,152.7060315,152.7060315,163.9798731
2024,3,15,4,0,0,0,0,0,0,0,107.4578721,385.8012749,0,0.002589219,0.664865345,24.73508442,0,146.0843985,32.43352276,82.29698418,184.3936331,111.3203246,48.33708409,1.111953379,48.33708409,48.33708409,48.33708409,48.33708409,48.33708409,42.09310188,11.17155297,67.0207439,0,18.41788666,11.17155297,55.59766896,55.59766896,166.2370302,166.2370302,166.2370302,166.2370302,166.2370302,166.2370302,168.1679934
2024,3,15,5,0,0,0,0,0,0,0,90.43745536,279.7175836,0,0.360158297,1.139387471,3.14229619,0.006444812,168.4903552,3.687638096,132.4194442,184.396605,113.7226036,77.77648082,1.083845744,77.77648082,77.77648082,77.77648082,77.77648082,77.77648082,50.10502772,10.23101917,68.46673265,0,21.99104858,10.23101917,54.19228719,54.19228719,162.0349386,162.0349386,162.0349386,162.0349386,162.0349386,162.0349386,160.3516385
2024,3,15,6,0,0,0,0,0,0,0.099726495,92.38292858,366.5036317,0,5.071692315,4.079117331,2.47966476,0.210875306,157.3091656,0.469289989,152.797202,192.9735431,118.7538293,89.74534453,0.956760893,89.74534453,89.74534453,89.74534453,89.74534453,89.74534453,60.46590499,25.75894701,71.49589515,0.035509344,17.74777552,25.75894701,47.8380447,47.8380447,143.0357536,143.0357536,143.0357536,143.0357536,143.0357536,143.0357536,109.8649952
2024,3,15,7,67.26756908,54.01138193,5.98775971,33.11937857,29.54049965,35.82945888,14.07653682,103.3870281,355.0797121,0,3.018367566,3.0153792,0.53549301,0.621745324,146.0831,0.428950059,166.4425656,178.2996675,114.4428213,97.75994062,0.584306007,97.75994062,97.75994062,97.75994062,97.75994062,97.75994062,61.16178993,3.116369383,68.9004473,1.165843368,10.09716229,3.116369383,29.21530036,29.21530036,87.35374806,87.35374806,87.35374806,87.35374806,87.35374806,87.35374806,34.70713741
2024,3,15,8,211.495771,169.2681358,27.34061327,55.40560594,49.41847805,57.06791779,96.87855188,84.55311309,242.7271733,0.756665894,1.712614867,2.470652824,0.085965591,0.43427158,175.8019101,0,192.8269858,165.5438777,114.5531614,113.256814,0.363980907,113.256814,113.256814,113.256814,113.256814,113.256814,62.01816987,7.650755375,68.9668777,1.742364655,13.14311461,7.650755375,18.19904536,18.19904536,54.41514563,54.41514563,54.41514563,54.41514563,54.41514563,54.41514563,1.840794584
2024,3,15,9,394.4327396,197.6151209,54.66732507,52.6240041,46.93745601,49.17664057,130.5221492,60.5181303,168.6374049,0.325990257,0.293716331,1.450960756,0.342511614,0.984771132,198.9292928,0,205.1490868,135.3012925,120.8509108,120.4941925,0.146359081,120.4941925,120.4941925,120.4941925,120.4941925,120.4941925,71.85375959,36.01836596,72.75844576,3.212026915,27.7993443,36.01836596,7.317954063,7.317954063,21.88068264,21.88068264,21.88068264,21.88068264,21.88068264,21.88068264,22.44300535
2024,3,15,10,527.8766247,285.2414782,78.86009756,52.91582958,47.19774683,63.81166369,155.1553203,111.5714735,107.1666137,3.505915432,0.108207319,0.443446927,0,3.193074995,177.1040018,0,194.4665659,105.0520396,114.3191873,114.2198203,0.167639821,114.2198203,114.2198203,114.2198203,114.2198203,114.2198203,67.98701624,34.24463083,68.82706895,6.303512589,34.12919027,34.24463083,8.38199106,8.38199106,25.06215327,25.06215327,25.06215327,25.06215327,25.06215327,25.06215327,122.2629971
