year,month,day,period,Solar1DA,Solar2DA,Solar62DA,Solar63DA,Solar65DA,Solar68DA,Solar70DA,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 12 1,Wind 12 2,Wind 12 3,Wind 12 4,Wind 12 5,Wind 12 6,Wind 12 7,Wind 13,Wind 13 1,Wind 13 2,Wind 13 3,Wind 13 4,Wind 13 5,Wind 15,Wind 15 1,Wind 16,Wind 16 1,Wind 16 2,Wind 16 3,Wind 16 4,Wind 16 5,Wind 16 6
2024,3,15,1,0,0,0,0,0,0,0,17.72949842,273.7615888,1.723870482,0.280130684,3.355708482,86.25681593,0,145.4637562,146.0295866,49.0980793,144.0952147,85.78220379,28.8377273,0.861235429,28.8377273,28.8377273,28.8377273,28.8377273,28.8377273,20.9430376,23.13353639,43.03772829,0,6.366922534,23.13353639,43.06177146,43.06177146,128.7546966,128.7546966,128.7546966,128.7546966,128.7546966,128.7546966,130.4746732
2024,3,15,2,0,0,0,0,0,0,0,86.40396178,237.463763,0.028402564,1.364825185,2.146396064,60.31488543,0,117.8239736,144.1826662,15.5990095,142.3237663,84.73022169,9.162068832,0.829704047,9.162068832,9.162068832,9.162068832,9.162068832,9.162068832,23.34974281,17.46669532,34.00795906,0,8.098095341,17.46669532,41.48520236,41.48520236,124.040755,124.040755,124.040755,124.040755,124.040755,124.040755,129.7569767
2024,3,15,3,0,0,0,0,0,0,0,99.55947972,337.0701296,0.001359058,0.602459611,1.28030751,52.71725373,0,104.0704897,106.7776053,53.84842669,154.1124161,90.53163305,31.62784097,0.861712977,31.62784097,31.62784097,31.62784097,31.62784097,31.62784097,17.44400985,8.409229166,54.50468574,0,11.72364536,8.409229166,43.08564883,43.08564883,128.82609,128.82609,128.82609,128.82609,128.82609,128.82609,138.3369451
2024,3,15,4,0,0,0,0,0,0,0,92.77302947,333.07893,0,0.002235385,0.574007013,21.3548684,0,126.1209807,28.00126324,71.05054653,159.1950001,96.10765186,41.73149571,0.959997454,41.73149571,41.73149571,41.73149571,41.73149571,41.73149571,36.34079576,9.64488495,57.86190746,0,15.90095829,9.64488495,47.99987271,47.99987271,143.5196195,143.5196195,143.5196195,143.5196195,143.5196195,143.5196195,145.1867035
2024,3,15,5,0,0,0,0,0,0,0,80.06671187,247.6415008,0,0.318857828,1.008730376,2.78195934,0.005705765,149.1690436,3.264765198,117.2344959,163.2512744,100.68168,68.85761055,0.959557791,68.85761055,68.85761055,68.85761055,68.85761055,68.85761055,44.35932879,9.057796469,60.61544007,0,19.46926684,9.057796469,47.97788955,47.97788955,143.4538897,143.4538897,143.4538897,143.4538897,143.4538897,143.4538897,141.9636188
2024,3,15,6,0,0.732331976,0.080322347,0,0,0.574222564,0.571895308,76.86824717,304.9534387,0,4.219958215,3.394075118,2.063232748,0.175461153,130.8908476,0.390477975,127.1366179,160.5657911,98.8104495,74.67361591,0.796083583,74.67361591,74.67361591,74.67361591,74.67361591,74.67361591,50.31133134,21.43301946,59.4889578,0.029545946,14.76723477,21.43301946,39.80417919,39.80417919,119.0144957,119.0144957,119.0144957,119.0144957,119.0144957,119.0144957,91.41439588
2024,3,15,7,26.79324056,16.84538724,6.957947557,0,0,44.85746975,12.55941421,86.00760362,295.3905892,0,2.51097808,2.50849206,0.445476298,0.517229544,121.526439,0.356843284,138.4634656,148.3273813,95.20491109,81.32643312,0.4860838,81.32643312,81.32643312,81.32643312,81.32643312,81.32643312,50.88045458,2.59250573,57.31823878,0.969864365,8.399822963,2.59250573,24.30419,24.30419,72.66952808,72.66952808,72.66952808,72.66952808,72.66952808,72.66952808,28.87284578
2024,3,15,8,172.6183561,79.27030965,19.59776962,25.62262433,22.85384441,63.79732651,84.35094108,72.53831988,208.2362281,0.649145497,1.469256429,2.119579024,0.073750088,0.372562637,150.8208832,0,165.4267367,142.0204924,98.27543379,97.16329417,0.312260099,97.16329417,97.16329417,97.16329417,97.16329417,97.16329417,53.20553768,6.56360151,59.16685091,1.494778845,11.27550976,6.56360151,15.61300496,15.61300496,46.68288483,46.68288483,46.68288483,46.68288483,46.68288483,46.68288483,1.579222118
2024,3,15,9,444.3522331,163.8920613,49.69357255,38.79359837,34.60156345,68.50553077,155.1553203,49.19817372,137.093666,0.265013562,0.238776496,1.17955758,0.278444589,0.800569036,161.7194361,0,166.7758135,109.9930956,98.2456674,97.95567356,0.118982517,97.95567356,97.95567356,97.95567356,97.95567356,97.95567356,58.413466,29.28110662,59.14893001,2.611215141,22.59945843,29.28110662,5.949125881,5.949125881,17.78788638,17.78788638,17.78788638,17.78788638,17.78788638,17.78788638,18.24502625
2024,3,15,10,511.9432088,277.505062,68.03181647,42.57431256,37.97373379,87.07627796,146.3752525,99.49174882,95.56379851,3.1263337,0.096491828,0.3954354,0,2.847364164,157.92914,0,173.4118778,93.67816706,101.9419706,101.853362,0.149489636,101.853362,101.853362,101.853362,101.853362,101.853362,60.62613436,30.5370011,61.37523546,5.621037991,30.43405917,30.5370011,7.474481811,7.474481811,22.34870061,22.34870061,22.34870061,22.34870061,22.34870061,22.34870061,109.0257125
2024,3,15,11,509.5934707,169.199402,81.44801097,42.54495978,37.94755287,89.46567759,140.7841703,108.4731142,147.3962157,10.80098703,0.888255325,0.548805218,0.025584725,0.023257413,165.202923,0,166.5633648,80.64120339,97.98670334,97.83089196,0.185792024,97.83089196,97.83089196,97.83089196,97.83089196,97.83089196,58.53580603,13.58445802,58.94123433,8.902216585,45.68921975,13.58445802,9.289601223,9.289601223,27.77590766,27.77590766,27.77590766,27.77590766,27.77590766,27.77590766,146.3676155
